name,placetype,locality,region,country,rank,award,population,wof:id,lat,lng,bbox,is_nacto,is_mapzen_support,landuse,map_url,comment
Pacific Pines,locality,Pacific Pines,Gold Coast,Australia,4,,,,,,,,1,,,
Brisbane,locality,Brisbane,Queensland,Australia,3,,,,,,,,1,,https://cyclingbrisbane.com.au/route-planner#7/-33.869/151.194,
Adelaide,locality,Adelaide,,Australia ,4,,,,,,,,1,,,
Recife,locality,Recife,,Brazil,4,,,,,,,,1,,bit.do/CicloviasRecife,
Calgary,locality,Calgary,AB,Canada,2,,,,,,,,1,,https://maps.calgary.ca/PathwaysandBikeways/,
Vancouver,locality,Vancouver,BC,Canada,2,,,,,,,1,,,,
Victoria,locality,Victoria,BC,Canada,4,,,,,,,,,,,
Ottawa,locality,Ottawa,ON,Canada,2,,,,,,,,,,,
Brampton,locality,Brampton,Ontario,Canada,3,,,,,,,,1,,,
Toronto,locality,Toronto,Ontario,Canada,2,,,,,,,1,1,,,
Windsor,locality,Windsor,Ontario,Canada,4,,,,,,,,1,,http://www.arcgis.com/apps/View/index.html?appid=234bb0faaf63486eb331a4b7d7a58dda,
Montreal,locality,Montreal,QC,Canada,4,,,,,,,,,,,
Saskatoon,locality,Saskatoon,SK,Canada,4,,,,,,,,1,,https://www.saskatoon.ca/sites/default/files/documents/web2016cyclingguide.pdf,
Copenhagen,locality,Copenhagen,,Denmark,2,,,,,,,,1,,https://www.ibikecph.dk/,
Helsinki,locality,Helsinki,,Finland,2,,,,,,,,1,,http://www.ulkoilukartta.fi/,
Paris,locality,Paris,,France,1,,,,,,,,1,,,
Strasbourg,locality,Strasbourg,,France,4,,,,,,,,1,,https://www.la-wantzenau.fr/dynamic/pdf/pistes_cyclables_cus.pdf,
Toulouse,locality,Toulouse,,France,4,,,,,,,,1,,http://www.velo.toulouse.fr/content/download/30383/177370/version/2/file/2015_carteitincyclables.pdf,
Hagen,locality,Hagen,NRW,Germany,4,,,,,,,,1,,,
Berlin,locality,Berlin,,Germany,2,,,,,,,,1,,http://www.bbbike.de/cgi-bin/bbbike.en.cgi,
Bremen,locality,Bremen,,Germany,4,,,,,,,,1,,,
Hamburg,locality,Hamburg,,Germany,4,,,,,,,,1,,https://www.hamburg.de/radroutenplaner/,
Karlsruhe,locality,Karlsruhe,,Germany,4,,,,,,,,1,,,
Thessaloniki,locality,Thessaloniki,,Greece,4,,,,,,,,1,,http://gis.thessaloniki.gr/sdi/ (it's the Ποδηλατόδρομοι layer),
Reykjavik,locality,Reykjavik,,Iceland,4,,,,,,,,1,,http://hjolaborgin.is/framkvaemdir-og-adgerdir/#3,
Dublin,locality,Dublin,,Ireland,3,,,,,,,,1,,,Stirling
Turin,locality,Turin,Piedmont,Italy,2,,,,,,,,1,,,
Milan,locality,Milan,,Italy,3,,,,,,,,1,,,
Nijmegen,locality,Nijmegen,,Netherlands,4,,,,,,,,1,,,
Leiden,locality,Leiden,Zuid-Holland,Netherlands ,4,,,,,,,,1,,http://www.bikeprint.nl/fietstelweek/ http://fietstelweek.nl/resultaten/ ,
Auckland,locality,Auckland,,New Zealand,3,,,,,,,,1,,,
Managua,locality,Managua,,Nicaragua,4,,,,,,,,1,,,
Bratislava,locality,Bratislava,,Slovakia,4,,,,,,,,1,,,
Maribor,locality,Maribor,,Slovenia,4,,,,,,,,1,,https://storage.googleapis.com/maribor-pohorje.si/files/bike-maribor.pdf,
Xixón,locality,Xixón,Asturies,Spain,4,,,,,,,,1,,,
Umeå,locality,Umeå,Västerbotten,Sweden,4,,,,,,,,1,,http://www.umea.se/download/18.195f80f41549bef18ec1c27c/1464865948825/Cykelkarta_2016.pdf,
Lucerne,locality,Lucerne,,Switzerland,4,,,,,,,,1,,,
Zürch,locality,Zürch,,Switzerland,2,,,,,,,,1,,https://map.veloland.ch/?lang=en&route=all&bgLayer=pk&layers=Veloland&resolution=50&E=2678347&N=1242029,
Taipei,locality,Taipei,,Taiwan,2,,,,,,,,1,,,
Kharkiv,locality,Kharkiv,,Ukraine,4,,,,,,,,1,,,
Pateley Bridge,locality,Pateley Bridge,North Yorkshire,United Kingdom,4,,,,,,,,1,,,
Oxford,locality,Oxford,Oxfordshire,United Kingdom,3,,,,,,,,1,,https://www.oxfordshire.gov.uk/cms/sites/default/files/folders/documents/roadsandtransport/oxfordcyclemap.pdf,https://www.oxford.gov.uk/info/20077/cycling/853/bicycle_routes_in_oxford
Anchorage,locality,Anchorage,AK,United States,3,Silver,298695,,,,,,,Urban core surrounded by low density suburban areas,,
Juneau,locality,Juneau,AK,United States,4,Bronze,32660,,,,,,,Rural,,
Sitka,locality,Sitka,AK,United States,3,Silver,8900,,,,,,,Rural,,
University of Alaska Fairbanks,campus,Fairbanks,AK,United States,3,Silver,6215,,,,,,,University,,
Auburn,locality,Auburn,AL,United States,4,Bronze,53393,,,,,,,,,
Auburn University,campus,Auburn,AL,United States,3,Silver,25912,,,,,,,University,,
Arkansas State University,campus,Jonesboro,AR,United States,4,Bronze,13552,,,,,,,University,,
Benton and Washington Counties,county,Benton and Washington Counties,AR,United States,4,Bronze,424404,,,,,,,Suburban,,Northwest Arkansas
Bentonville,locality,Bentonville,AR,United States,4,Bronze,35301,,,,,,,Suburban,,
Conway,locality,Conway,AR,United States,4,Bronze,63816,,,,,,,Suburban,,
Fayetteville,locality,Fayetteville,AR,United States,3,Silver,80621,,,,,,,Suburban,,
Hendrix College,campus,Conway,AR,United States,4,Bronze,1338,,,,,,,University,,
Little Rock,locality,Little Rock,AR,United States,4,Bronze,197706,,,,,,,Urban,,
North Little Rock,locality,North Little Rock,AR,United States,4,Bronze,62411,,,,,,,Urban,,
University of Arkansas,campus,Fayetteville,AR,United States,3,Silver,26754,,,,,,,University,,
Arizona State University - Tempe,campus,Tempe,AZ,United States,2,Gold,51984,,,,,,,University,,
Arizona State University - West Campus,campus,Glendale,AZ,United States,4,Bronze,3619,,,,,,,University,,
"Arizona State University, Downtown Campus",campus,Phoenix,AZ,United States,4,Bronze,20263,,,,,,,University,,
"Arizona State University, Polytechnic Campus",campus,Mesa,AZ,United States,4,Bronze,9752,,,,,,,University,,
Chandler,locality,Chandler,AZ,United States,4,Bronze,241998,,,,,,,Suburban,,
Cottonwood,locality,Cottonwood,AZ,United States,4,Bronze,11424,,,,,,,Rural,,
Flagstaff,locality,Flagstaff,AZ,United States,3,Silver,68667,,,,,,,Urban,,
Gilbert,locality,Gilbert,AZ,United States,4,Bronze,196000,,,,,,,Urban,,
Mesa,locality,Mesa,AZ,United States,3,Silver,454981,,,,,,,Suburban,,
Northern Arizona University,campus,Flagstaff,AZ,United States,2,Gold,21107,,,,,,,University,,
Phoenix,locality,Phoenix,AZ,United States,4,Bronze,1513357,,,,,1,,Suburban,,
Scottsdale,locality,Scottsdale,AZ,United States,2,Gold,217385,,,,,,,Suburban,,
Sedona,locality,Sedona,AZ,United States,3,Silver,10037,,,,,,,Urban,,
Sierra Vista,locality,Sierra Vista,AZ,United States,4,Bronze,44286,,,,,,,Small town,,
Tempe,locality,Tempe,AZ,United States,2,Gold,164742,,,,,,,Urban,,
Tucson,locality,Tucson,AZ,United States,3,,,,,,,1,,,,
Tucson-East Pima County Region,county,Tucson-East Pima County Region,AZ,United States,2,Gold,996544,,,,,,,Urban,,
University of Arizona,campus,Tucson,AZ,United States,2,Gold,40253,,,,,,,University,,
Alameda,locality,Alameda,CA,United States,4,Bronze,78630,,,,,,,,,
Arcata,locality,Arcata,CA,United States,3,Silver,17800,,,,,,,,,
Arroyo Grande,locality,Arroyo Grande,CA,United States,4,Bronze,19704,,,,,,,Suburban,,
Berkeley,locality,Berkeley,CA,United States,3,,,,,,,1,1,,http://www.ci.berkeley.ca.us/bicyclingandwalkingguides/,http://www.ci.berkeley.ca.us/uploadedFiles/Public_Works/Level_3_-_General/Bikeway_Network.pdf
Brentwood,locality,Brentwood,CA,United States,4,Bronze,53673,,,,,,,Suburban,,
California Institute of Technology,campus,Pasadena,CA,United States,4,Bronze,2243,,,,,,,University,,
"California State University, Bakersfield",campus,Bakersfield,CA,United States,4,Bronze,8720,,,,,,,University,,
"California State University, Long Beach",campus,Long Beach,CA,United States,3,Silver,36822,,,,,,,University,,
Calistoga,locality,Calistoga,CA,United States,3,Silver,5155,,,,,,,Rural,,
Chico,locality,Chico,CA,United States,2,Gold,86900,,,,,,,,,
Chula Vista,locality,Chula Vista,CA,United States,4,Bronze,252422,,,,,,,Urban,,
Claremont,locality,Claremont,CA,United States,3,Silver,36612,,,,,,,Suburban,,
Coronado,locality,Coronado,CA,United States,3,Silver,24697,,,,,,,Urban,,
Cupertino,locality,Cupertino,CA,United States,4,Bronze,60189,,,,,,,Urban,,
Davis,locality,Davis,CA,United States,1,Platinum,63722,,,,,1,,Urban,,
Eastern Placer County,county,Eastern Placer County,CA,United States,4,Bronze,11050,,,,,,,Rural,,North Lake Tahoe Area
Emeryville,locality,Emeryville,CA,United States,3,Silver,10777,,,,,,,Urban,,
Eureka,locality,Eureka,CA,United States,4,Bronze,27127,,,,,,,Urban,,
Folsom,locality,Folsom,CA,United States,3,Silver,77246,,,,,,1,,https://www.folsom.ca.us/city_hall/depts/parks/parks_n_trails/trails/trails_maps.asp,
Fresno,locality,Fresno,CA,United States,4,Bronze,509924,,,,,,,Urban,,
Healdsburg,locality,Healdsburg,CA,United States,4,Bronze,11475,,,,,,,Suburban,,
Huntington Beach,locality,Huntington Beach,CA,United States,4,Bronze,189707,,,,,,,Suburban,,
Irvine,locality,Irvine,CA,United States,3,Silver,258386,,,,,,,Urbanized area,,
Long Beach,locality,Long Beach,CA,United States,3,Silver,474140,,,,,1,,Urbanized area,,
Los Altos,locality,Los Altos,CA,United States,4,Bronze,28976,,,,,,,Suburban,,
Los Angeles,locality,Los Angeles,CA,United States,4,Bronze,3928864,,,,,1,1,Urbanized area,"http://ladot.maps.arcgis.com/apps/PublicInformation/index.html?appid=120cd96dc6444a708106a3750ccf553d&extent=-118.9184,33.8202,-117.9043,34.3094&home=true&zoom=true&scale=true&search=true&searchextent=false&legend=true&disable_scroll=true",
Menlo Park,locality,Menlo Park,CA,United States,3,Silver,32026,,,,,,,Suburban,,
Morro Bay,locality,Morro Bay,CA,United States,4,Bronze,10234,,,,,,,Rural,,
Mountain View,locality,Mountain View,CA,United States,3,Silver,77800,,,,,,1,Suburban,,
Napa,locality,Napa,CA,United States,4,Bronze,80434,,,,,,,,,
Oakland,locality,Oakland,CA,United States,3,Silver,400740,,,,,,1,Urban,http://www2.oaklandnet.com/Government/o/PWA/o/EC/s/BicycleandPedestrianProgram/OAK024652,
Oceanside,locality,Oceanside,CA,United States,3,Silver,175948,,,,,,,Urban core surrounded by low density suburban areas,,
Orange County,county,Orange County,CA,United States,4,Bronze,3010232,,,,,,,,,
Palo Alto,locality,Palo Alto,CA,United States,2,Gold,66955,,,,,,,Suburban,,
Paso Robles,locality,Paso Robles,CA,United States,4,Bronze,30050,,,,,,,Suburban,,
Pleasanton,locality,Pleasanton,CA,United States,4,Bronze,70285,,,,,,,Suburban,,
Pomona College,campus,Claremont,CA,United States,4,Bronze,1581,,,,,,,University,,
Rancho Cordova,locality,Rancho Cordova,CA,United States,4,Bronze,67911,,,,,,,Suburban,,
Rancho Cucamonga,locality,Rancho Cucamonga,CA,United States,4,Bronze,165269,,,,,,,Suburban,,
Redding,locality,Redding,CA,United States,4,Bronze,89470,,,,,,,Urban,,
Redondo Beach,locality,Redondo Beach,CA,United States,4,Bronze,66748,,,,,,,,,
Redwood City,locality,Redwood City,CA,United States,4,Bronze,80872,,,,,,,Suburban,,
Riverside,locality,Riverside,CA,United States,4,Bronze,303871,,,,,,,Urban,,
Roseville,locality,Roseville,CA,United States,4,Bronze,122060,,,,,,,Suburban,,
Sacramento,locality,Sacramento,CA,United States,3,Silver,475536,,,,,,,Urban,,
San Carlos,locality,San Carlos,CA,United States,4,Bronze,29931,,,,,,,,,
San Diego,locality,San Diego,CA,United States,4,,,,,,,,,,,
San Francisco,locality,San Francisco,CA,United States,2,Gold,864816,,,,,1,1,,http://www.sfbike.org/wp-content/uploads/2014/03/SF_Bike_Map_and_Walking_Guide_2014.pdf,
San Francisco State University,campus,San Francisco,CA,United States,4,Bronze,30256,,,,,,,University,,
San Jose,locality,San Jose,CA,United States,4,Bronze,912332,,,,,,,Suburban,,
San Luis Obispo,locality,San Luis Obispo,CA,United States,2,Gold,45119,,,,,,,Suburban,,
San Mateo,locality,San Mateo,CA,United States,4,Bronze,103536,,,,,,,,,
San Mateo County,county,San Mateo County,CA,United States,4,Bronze,718451,,,,,,,Suburban,,
Santa Barbara,locality,Santa Barbara,CA,United States,3,Silver,90893,,,,,,1,Urban,,
Santa Clara,locality,Santa Clara,CA,United States,4,Bronze,119311,,,,,,,Suburban,,
Santa Clarita,locality,Santa Clarita,CA,United States,4,Bronze,213231,,,,,,,Urban,,
Santa Cruz,locality,Santa Cruz,CA,United States,2,Gold,59946,,,,,,,Suburban,,
Santa Monica,locality,Santa Monica,CA,United States,3,Silver,89736,,,,,1,,,,
Santa Monica College,campus,Santa Monica,CA,United States,4,Bronze,34000,,,,,,,University,,
Santa Rosa,locality,Santa Rosa,CA,United States,4,Bronze,167815,,,,,,,Suburban,,
Sonoma,locality,Sonoma,CA,United States,4,Bronze,10849,,,,,,,Urban,,
South Lake Tahoe,locality,South Lake Tahoe,CA,United States,3,Silver,21403,,,,,,,,,
South San Francisco,locality,South San Francisco,CA,United States,4,Bronze,64409,,,,,,,Urban,,
Stanford University,campus,Stanford,CA,United States,1,Platinum,16176,,,,,,,University,,
Sunnyvale,locality,Sunnyvale,CA,United States,4,Bronze,151754,,,,,,,,,
Temecula,locality,Temecula,CA,United States,4,Bronze,103092,,,,,,,Urban,,
Thousand Oaks,locality,Thousand Oaks,CA,United States,4,Bronze,129349,,,,,,,,,
"University of California, Berkeley",campus,Berkeley,CA,United States,3,Silver,36142,,,,,,,University,,
"University of California, Davis",campus,Davis,CA,United States,1,Platinum,33300,,,,,,,University,,
"University of California, Irvine",campus,Irvine,CA,United States,2,Gold,30051,,,,,,,University,,
"University of California, Los Angeles",campus,Los Angeles,CA,United States,3,Silver,43239,,,,,,,University,,
"University of California, Santa Barbara",campus,Santa Barbara,CA,United States,2,Gold,22367,,,,,,,University,,
"University of California, Santa Cruz",campus,Santa Cruz,CA,United States,3,Silver,16300,,,,,,,University,,
University of La Verne,campus,La Verne,CA,United States,3,Silver,8600,,,,,,,University,,
University of San Diego,campus,San Diego,CA,United States,4,Bronze,8105,,,,,,,University,,
Ventura,locality,Ventura,CA,United States,4,Bronze,109708,,,,,,,Urban core surrounded by low density suburban areas,,
Walnut Creek,locality,Walnut Creek,CA,United States,4,,,,,,,,1,,http://www.walnut-creek.org/departments/community-and-economic-development/transportation-planning/bikes,
Watsonville,locality,Watsonville,CA,United States,4,Bronze,51199,,,,,,,Urbanized area,,
West Sacramento,locality,West Sacramento,CA,United States,4,Bronze,50000,,,,,,,,,
Windsor,locality,Windsor,CA,United States,4,Bronze,23500,,,,,,,,,
Woodland,locality,Woodland,CA,United States,4,Bronze,55468,,,,,,,Suburban,,
Santa Clara county,locality,Santa Clara county,Calif,United States,4,,,,,,,,1,,,
Arvada,locality,Arvada,CO,United States,3,Silver,108359,,,,,,,Urban,,
Aspen,locality,Aspen,CO,United States,3,Silver,6805,,,,,,,,,
Boulder,locality,Boulder,CO,United States,1,Platinum,101500,,,,,,1,Urban,,
Breckenridge,locality,Breckenridge,CO,United States,2,Gold,4735,,,,,,,Rural,,
Castle Rock,locality,Castle Rock,CO,United States,4,Bronze,50028,,,,,,,Urban,,
Colorado College,campus,Colorado Springs,CO,United States,4,Bronze,2096,,,,,,,University,,
Colorado Springs,locality,Colorado Springs,CO,United States,3,Silver,416427,,,,,,,Urban core surrounded by low density suburban areas,,
Colorado State University,campus,Fort Collins,CO,United States,1,Platinum,31725,,,,,,,University,,
Crested Butte,locality,Crested Butte,CO,United States,2,Gold,1497,,,,,,,Rural,,
Denver,locality,Denver,CO,United States,3,Silver,649495,,,,,,,Urban,,
Durango,locality,Durango,CO,United States,2,Gold,18006,,,,,,,,,
Fort Collins,locality,Fort Collins,CO,United States,1,Platinum,161000,,,,,,1,Urban core surrounded by low density suburban areas,http://www.fcgov.com/bicycling/pdf/bike-map-front.pdf,
Golden,locality,Golden,CO,United States,3,Silver,20330,,,,,,,Small town,,
Grand Junction,locality,Grand Junction,CO,United States,4,Bronze,61081,,,,,,,Urban,,
Greeley,locality,Greeley,CO,United States,4,Bronze,100000,,,,,,,,,
Gunnison,locality,Gunnison,CO,United States,3,Silver,5854,,,,,,,Rural,,
Lakewood,locality,Lakewood,CO,United States,4,Bronze,145522,,,,,,,Suburban,,
Longmont,locality,Longmont,CO,United States,3,Silver,92852,,,,,,,,,
Naropa University,campus,Boulder,CO,United States,4,Bronze,942,,,,,,,University,,
Pueblo,locality,Pueblo,CO,United States,4,Bronze,106595,,,,,,,Urban core surrounded by low density suburban areas,,
Salida,locality,Salida,CO,United States,3,Silver,5274,,,,,,,Rural,,
Silverthorne,locality,Silverthorne,CO,United States,4,Bronze,4271,,,,,,,Rural,,
Steamboat Springs,locality,Steamboat Springs,CO,United States,2,Gold,12100,,,,,,,Rural,,
Summit County,county,Summit County,CO,United States,3,Silver,27994,,,,,,,Rural,,
University of Colorado Boulder,campus,Boulder,CO,United States,2,Gold,32432,,,,,,,University,,
University of Colorado Colorado Springs,campus,Colorado Springs,CO,United States,4,Bronze,13832,,,,,,,University,,
